GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS
2013-12-30,1610612762,1610612766,2013,83.0,80.0,1
2013-12-30,1610612746,1610612756,2013,88.0,107.0,0
2013-12-29,1610612739,1610612744,2013,104.0,108.0,0
2013-12-29,1610612753,1610612737,2013,109.0,102.0,1
2013-12-29,1610612760,1610612745,2013,117.0,86.0,1
2013-12-29,1610612759,1610612758,2013,112.0,104.0,1
2013-12-29,1610612747,1610612755,2013,104.0,111.0,0
2013-12-28,1610612738,1610612739,2013,103.0,100.0,1
2013-12-28,1610612754,1610612751,2013,105.0,91.0,1
2013-12-28,1610612761,1610612752,2013,115.0,100.0,1
2013-12-28,1610612764,1610612765,2013,106.0,82.0,1
2013-12-28,1610612737,1610612766,2013,118.0,116.0,1
2013-12-28,1610612741,1610612742,2013,83.0,105.0,0
2013-12-28,1610612745,1610612740,2013,107.0,98.0,1
2013-12-28,1610612763,1610612743,2013,120.0,99.0,1
2013-12-28,1610612749,1610612750,2013,95.0,117.0,0
2013-12-28,1610612756,1610612755,2013,115.0,101.0,1
2013-12-28,1610612757,1610612748,2013,107.0,108.0,0
2013-12-28,1610612746,1610612762,2013,98.0,90.0,1
2013-12-27,1610612766,1610612760,2013,85.0,89.0,0
2013-12-27,1610612753,1610612765,2013,109.0,92.0,1
2013-12-27,1610612751,1610612749,2013,104.0,93.0,1
2013-12-27,1610612752,1610612761,2013,83.0,95.0,0
2013-12-27,1610612750,1610612764,2013,120.0,98.0,1
2013-12-27,1610612740,1610612743,2013,105.0,89.0,1
2013-12-27,1610612762,1610612747,2013,105.0,103.0,1
2013-12-27,1610612758,1610612748,2013,108.0,103.0,1
2013-12-27,1610612744,1610612756,2013,115.0,86.0,1
2013-12-26,1610612739,1610612737,2013,125.0,127.0,0
2013-12-26,1610612745,1610612763,2013,100.0,92.0,1
2013-12-26,1610612742,1610612759,2013,107.0,116.0,0
2013-12-26,1610612757,1610612746,2013,116.0,112.0,1
2013-12-25,1610612751,1610612741,2013,78.0,95.0,0
2013-12-25,1610612752,1610612760,2013,94.0,123.0,0
2013-12-25,1610612747,1610612748,2013,95.0,101.0,0
2013-12-25,1610612759,1610612745,2013,98.0,111.0,0
2013-12-25,1610612744,1610612746,2013,105.0,103.0,1
2013-12-23,1610612766,1610612749,2013,111.0,110.0,1
2013-12-23,1610612739,1610612765,2013,92.0,115.0,0
2013-12-23,1610612753,1610612752,2013,98.0,103.0,0
2013-12-23,1610612751,1610612754,2013,86.0,103.0,0
2013-12-23,1610612748,1610612737,2013,121.0,119.0,1
2013-12-23,1610612745,1610612742,2013,104.0,111.0,0
2013-12-23,1610612763,1610612762,2013,104.0,94.0,1
2013-12-23,1610612759,1610612761,2013,112.0,99.0,1
2013-12-23,1610612743,1610612744,2013,81.0,89.0,0
2013-12-23,1610612756,1610612747,2013,117.0,90.0,1
2013-12-23,1610612758,1610612740,2013,100.0,113.0,0
2013-12-22,1610612754,1610612738,2013,106.0,79.0,1
2013-12-22,1610612760,1610612761,2013,98.0,104.0,0
2013-12-22,1610612746,1610612750,2013,120.0,116.0,1
2013-12-21,1610612752,1610612763,2013,87.0,95.0,0
2013-12-21,1610612738,1610612764,2013,99.0,106.0,0
2013-12-21,1610612753,1610612758,2013,100.0,105.0,0
2013-12-21,1610612766,1610612762,2013,85.0,88.0,0
2013-12-21,1610612765,1610612745,2013,97.0,114.0,0
2013-12-21,1610612741,1610612739,2013,100.0,84.0,1
2013-12-21,1610612749,1610612755,2013,116.0,106.0,1
2013-12-21,1610612759,1610612760,2013,100.0,113.0,0
2013-12-21,1610612756,1610612742,2013,123.0,108.0,1
2013-12-21,1610612757,1610612740,2013,110.0,107.0,1
2013-12-21,1610612744,1610612747,2013,102.0,83.0,1
2013-12-21,1610612746,1610612743,2013,112.0,91.0,1
2013-12-20,1610612755,1610612751,2013,121.0,120.0,1
2013-12-20,1610612737,1610612762,2013,118.0,85.0,1
2013-12-20,1610612739,1610612749,2013,114.0,111.0,1
2013-12-20,1610612765,1610612766,2013,106.0,116.0,0
2013-12-20,1610612748,1610612758,2013,122.0,103.0,1
2013-12-20,1610612754,1610612745,2013,114.0,81.0,1
2013-12-20,1610612742,1610612761,2013,108.0,109.0,0
2013-12-20,1610612743,1610612756,2013,99.0,103.0,0
2013-12-20,1610612747,1610612750,2013,104.0,91.0,1
2013-12-19,1610612760,1610612741,2013,107.0,95.0,1
2013-12-19,1610612744,1610612759,2013,102.0,104.0,0
2013-12-18,1610612748,1610612754,2013,97.0,94.0,1
2013-12-18,1610612753,1610612762,2013,82.0,86.0,0
2013-12-18,1610612761,1610612766,2013,102.0,104.0,0
2013-12-18,1610612737,1610612758,2013,124.0,107.0,1
2013-12-18,1610612738,1610612765,2013,106.0,107.0,0
2013-12-18,1610612751,1610612764,2013,107.0,113.0,0
2013-12-18,1610612749,1610612752,2013,101.0,107.0,0
2013-12-18,1610612750,1610612757,2013,120.0,109.0,1
2013-12-18,1610612742,1610612763,2013,105.0,91.0,1
2013-12-18,1610612756,1610612759,2013,101.0,108.0,0
2013-12-18,1610612745,1610612741,2013,109.0,94.0,1
2013-12-18,1610612746,1610612740,2013,108.0,95.0,1
2013-12-17,1610612766,1610612758,2013,95.0,87.0,1
2013-12-17,1610612739,1610612757,2013,116.0,119.0,0
2013-12-17,1610612763,1610612747,2013,92.0,96.0,0
2013-12-17,1610612743,1610612760,2013,93.0,105.0,0
2013-12-17,1610612744,1610612740,2013,104.0,93.0,1
2013-12-16,1610612754,1610612765,2013,96.0,101.0,0
2013-12-16,1610612737,1610612747,2013,114.0,100.0,1
2013-12-16,1610612738,1610612750,2013,101.0,97.0,1
2013-12-16,1610612751,1610612755,2013,130.0,94.0,1
2013-12-16,1610612748,1610612762,2013,117.0,94.0,1
2013-12-16,1610612752,1610612764,2013,101.0,102.0,0
2013-12-16,1610612741,1610612753,2013,82.0,83.0,0
2013-12-16,1610612746,1610612759,2013,115.0,92.0,1
2013-12-15,1610612758,1610612745,2013,106.0,91.0,1
2013-12-15,1610612763,1610612750,2013,93.0,101.0,0
2013-12-15,1610612765,1610612757,2013,109.0,111.0,0
2013-12-15,1610612760,1610612753,2013,101.0,98.0,1
2013-12-15,1610612743,1610612740,2013,102.0,93.0,1
2013-12-15,1610612756,1610612744,2013,106.0,102.0,1
2013-12-14,1610612766,1610612747,2013,85.0,88.0,0
2013-12-14,1610612764,1610612746,2013,97.0,113.0,0
2013-12-14,1610612748,1610612739,2013,114.0,107.0,1
2013-12-14,1610612752,1610612737,2013,111.0,106.0,1
2013-12-14,1610612741,1610612761,2013,77.0,99.0,0
2013-12-14,1610612755,1610612757,2013,105.0,139.0,0
2013-12-14,1610612742,1610612749,2013,106.0,93.0,1
2013-12-14,1610612762,1610612759,2013,84.0,100.0,0
2013-12-13,1610612754,1610612766,2013,99.0,94.0,1
2013-12-13,1610612753,1610612739,2013,100.0,109.0,0
2013-12-13,1610612761,1610612755,2013,108.0,100.0,1
2013-12-13,1610612737,1610612764,2013,101.0,99.0,1
2013-12-13,1610612738,1610612752,2013,90.0,86.0,1
2013-12-13,1610612765,1610612751,2013,103.0,99.0,1
2013-12-13,1610612740,1610612763,2013,104.0,98.0,1
2013-12-13,1610612760,1610612747,2013,122.0,97.0,1
2013-12-13,1610612749,1610612741,2013,90.0,91.0,0
2013-12-13,1610612759,1610612750,2013,117.0,110.0,1
2013-12-13,1610612743,1610612762,2013,93.0,103.0,0
2013-12-13,1610612756,1610612758,2013,116.0,107.0,1
2013-12-13,1610612744,1610612745,2013,112.0,116.0,0
2013-12-12,1610612751,1610612746,2013,102.0,93.0,1
2013-12-12,1610612757,1610612745,2013,111.0,104.0,1
2013-12-11,1610612766,1610612753,2013,83.0,92.0,0
2013-12-11,1610612738,1610612746,2013,88.0,96.0,0
2013-12-11,1610612763,1610612760,2013,100.0,116.0,0
2013-12-11,1610612749,1610612759,2013,77.0,109.0,0
2013-12-11,1610612750,1610612755,2013,106.0,99.0,1
2013-12-11,1610612740,1610612765,2013,111.0,106.0,1
2013-12-11,1610612752,1610612741,2013,83.0,78.0,1
2013-12-11,1610612758,1610612762,2013,101.0,122.0,0
2013-12-11,1610612744,1610612742,2013,95.0,93.0,1
2013-12-10,1610612739,1610612752,2013,109.0,94.0,1
2013-12-10,1610612754,1610612748,2013,90.0,84.0,1
2013-12-10,1610612761,1610612759,2013,103.0,116.0,0
2013-12-10,1610612737,1610612760,2013,92.0,101.0,0
2013-12-10,1610612751,1610612738,2013,104.0,96.0,1
2013-12-10,1610612765,1610612750,2013,94.0,121.0,0
2013-12-10,1610612741,1610612749,2013,74.0,78.0,0
2013-12-10,1610612747,1610612756,2013,108.0,114.0,0
2013-12-09,1610612766,1610612744,2013,115.0,111.0,1
2013-12-09,1610612755,1610612746,2013,83.0,94.0,0
2013-12-09,1610612764,1610612743,2013,74.0,75.0,0
2013-12-09,1610612763,1610612753,2013,94.0,85.0,1
2013-12-09,1610612762,1610612757,2013,94.0,105.0,0
2013-12-09,1610612758,1610612742,2013,112.0,97.0,1
2013-12-08,1610612752,1610612738,2013,73.0,114.0,0
2013-12-08,1610612765,1610612748,2013,95.0,110.0,0
2013-12-08,1610612745,1610612753,2013,98.0,88.0,1
2013-12-08,1610612760,1610612754,2013,118.0,94.0,1
2013-12-08,1610612747,1610612761,2013,94.0,106.0,0
2013-12-07,1610612755,1610612743,2013,92.0,103.0,0
2013-12-07,1610612739,1610612746,2013,88.0,82.0,1
2013-12-07,1610612741,1610612765,2013,75.0,92.0,0
2013-12-07,1610612763,1610612744,2013,82.0,108.0,0
2013-12-07,1610612750,1610612748,2013,82.0,103.0,0
2013-12-07,1610612749,1610612751,2013,82.0,90.0,0
2013-12-07,1610612759,1610612754,2013,100.0,111.0,0
2013-12-07,1610612762,1610612758,2013,102.0,112.0,0
2013-12-07,1610612757,1610612742,2013,106.0,108.0,0
2013-12-06,1610612766,1610612755,2013,105.0,88.0,1
2013-12-06,1610612764,1610612749,2013,105.0,109.0,0
2013-12-06,1610612737,1610612739,2013,108.0,89.0,1
2013-12-06,1610612738,1610612743,2013,106.0,98.0,1
2013-12-06,1610612752,1610612753,2013,121.0,83.0,1
2013-12-06,1610612745,1610612744,2013,105.0,83.0,1
2013-12-06,1610612740,1610612760,2013,95.0,109.0,0
2013-12-06,1610612756,1610612761,2013,106.0,97.0,1
2013-12-06,1610612757,1610612762,2013,130.0,98.0,1
2013-12-06,1610612758,1610612747,2013,100.0,106.0,0
2013-12-05,1610612751,1610612752,2013,83.0,113.0,0
2013-12-05,1610612763,1610612746,2013,81.0,101.0,0
2013-12-05,1610612741,1610612748,2013,107.0,87.0,1
2013-12-04,1610612739,1610612743,2013,98.0,88.0,1
2013-12-04,1610612737,1610612746,2013,107.0,97.0,1
2013-12-04,1610612745,1610612756,2013,88.0,97.0,0
2013-12-04,1610612749,1610612765,2013,98.0,105.0,0
2013-12-04,1610612740,1610612742,2013,97.0,100.0,0
2013-12-04,1610612762,1610612754,2013,86.0,95.0,0
2013-12-04,1610612757,1610612760,2013,111.0,104.0,1
2013-12-03,1610612755,1610612753,2013,126.0,125.0,1
2013-12-03,1610612738,1610612749,2013,108.0,100.0,1
2013-12-03,1610612751,1610612743,2013,87.0,111.0,0
2013-12-03,1610612748,1610612765,2013,97.0,107.0,0
2013-12-03,1610612763,1610612756,2013,110.0,91.0,1
2013-12-03,1610612742,1610612766,2013,89.0,82.0,1
2013-12-03,1610612758,1610612760,2013,95.0,97.0,0
2013-12-03,1610612744,1610612761,2013,112.0,103.0,1
2013-12-02,1610612764,1610612753,2013,98.0,80.0,1
2013-12-02,1610612741,1610612740,2013,128.0,131.0,0
2013-12-02,1610612759,1610612737,2013,102.0,100.0,1
2013-12-02,1610612762,1610612745,2013,109.0,103.0,1
2013-12-02,1610612757,1610612754,2013,106.0,102.0,1
2013-12-01,1610612761,1610612743,2013,98.0,112.0,0
2013-12-01,1610612746,1610612754,2013,100.0,105.0,0
2013-12-01,1610612765,1610612755,2013,115.0,100.0,1
2013-12-01,1610612758,1610612744,2013,113.0,115.0,0
2013-12-01,1610612748,1610612766,2013,99.0,98.0,1
2013-12-01,1610612760,1610612750,2013,113.0,103.0,1
2013-12-01,1610612752,1610612740,2013,99.0,103.0,0
2013-12-01,1610612747,1610612757,2013,108.0,114.0,0
2013-11-30,1610612764,1610612737,2013,108.0,101.0,1
2013-11-30,1610612739,1610612741,2013,97.0,93.0,1
2013-11-30,1610612763,1610612751,2013,88.0,97.0,0
2013-11-30,1610612742,1610612750,2013,106.0,112.0,0
2013-11-30,1610612759,1610612745,2013,106.0,112.0,0
2013-11-30,1610612756,1610612762,2013,104.0,112.0,0
2013-11-30,1610612749,1610612738,2013,92.0,85.0,1
2013-11-29,1610612766,1610612749,2013,92.0,76.0,1
2013-11-29,1610612753,1610612759,2013,91.0,109.0,0
2013-11-29,1610612761,1610612748,2013,83.0,90.0,0
2013-11-29,1610612737,1610612742,2013,88.0,87.0,1
2013-11-29,1610612738,1610612739,2013,103.0,86.0,1
2013-11-29,1610612765,1610612747,2013,102.0,106.0,0
2013-11-29,1610612745,1610612751,2013,114.0,95.0,1
2013-11-29,1610612760,1610612744,2013,113.0,112.0,1
2013-11-29,1610612754,1610612764,2013,93.0,73.0,1
2013-11-29,1610612755,1610612740,2013,105.0,121.0,0
2013-11-29,1610612743,1610612752,2013,97.0,95.0,1
2013-11-29,1610612762,1610612756,2013,101.0,112.0,0
2013-11-29,1610612758,1610612746,2013,98.0,104.0,0
2013-11-27,1610612766,1610612754,2013,74.0,99.0,0
2013-11-27,1610612753,1610612755,2013,105.0,94.0,1
2013-11-27,1610612738,1610612763,2013,93.0,100.0,0
2013-11-27,1610612751,1610612747,2013,94.0,99.0,0
2013-11-27,1610612739,1610612748,2013,84.0,95.0,0
2013-11-27,1610612765,1610612741,2013,79.0,99.0,0
2013-11-27,1610612745,1610612737,2013,113.0,84.0,1
2013-11-27,1610612749,1610612764,2013,92.0,100.0,0
2013-11-27,1610612750,1610612743,2013,110.0,117.0,0
2013-11-27,1610612760,1610612759,2013,94.0,88.0,1
2013-11-27,1610612742,1610612744,2013,103.0,99.0,1
2013-11-27,1610612756,1610612757,2013,120.0,106.0,1
2013-11-27,1610612746,1610612752,2013,93.0,80.0,1
2013-11-26,1610612761,1610612751,2013,100.0,102.0,0
2013-11-26,1610612764,1610612747,2013,116.0,111.0,1
2013-11-26,1610612737,1610612753,2013,92.0,109.0,0
2013-11-26,1610612740,1610612744,2013,101.0,102.0,0
2013-11-25,1610612766,1610612738,2013,86.0,96.0,0
2013-11-25,1610612754,1610612750,2013,98.0,84.0,1
2013-11-25,1610612765,1610612749,2013,113.0,94.0,1
2013-11-25,1610612748,1610612756,2013,107.0,92.0,1
2013-11-25,1610612763,1610612745,2013,86.0,93.0,0
2013-11-25,1610612742,1610612743,2013,96.0,110.0,0
2013-11-25,1610612759,1610612740,2013,112.0,93.0,1
2013-11-25,1610612762,1610612741,2013,89.0,83.0,1
2013-11-25,1610612757,1610612752,2013,102.0,91.0,1
2013-11-24,1610612751,1610612765,2013,97.0,109.0,0
2013-11-24,1610612746,1610612741,2013,121.0,82.0,1
2013-11-24,1610612753,1610612756,2013,96.0,104.0,0
2013-11-24,1610612760,1610612762,2013,95.0,73.0,1
2013-11-24,1610612747,1610612758,2013,100.0,86.0,1
2013-11-23,1610612746,1610612758,2013,103.0,102.0,1
2013-11-23,1610612754,1610612755,2013,106.0,98.0,1
2013-11-23,1610612764,1610612752,2013,98.0,89.0,1
2013-11-23,1610612737,1610612738,2013,87.0,94.0,0
2013-11-23,1610612748,1610612753,2013,101.0,99.0,1
2013-11-23,1610612745,1610612750,2013,112.0,101.0,1
2013-11-23,1610612749,1610612766,2013,72.0,96.0,0
2013-11-23,1610612759,1610612739,2013,126.0,96.0,1
2013-11-23,1610612743,1610612742,2013,102.0,100.0,1
2013-11-23,1610612744,1610612757,2013,101.0,113.0,0
2013-11-22,1610612766,1610612756,2013,91.0,98.0,0
2013-11-22,1610612755,1610612749,2013,115.0,107.0,1
2013-11-22,1610612761,1610612764,2013,96.0,88.0,1
2013-11-22,1610612738,1610612754,2013,82.0,97.0,0
2013-11-22,1610612765,1610612737,2013,89.0,96.0,0
2013-11-22,1610612763,1610612759,2013,86.0,102.0,0
2013-11-22,1610612750,1610612751,2013,111.0,81.0,1
2013-11-22,1610612740,1610612739,2013,104.0,100.0,1
2013-11-22,1610612742,1610612762,2013,103.0,93.0,1
2013-11-22,1610612757,1610612741,2013,98.0,95.0,1
2013-11-22,1610612747,1610612744,2013,102.0,95.0,1
2013-11-21,1610612760,1610612746,2013,105.0,91.0,1
2013-11-21,1610612743,1610612741,2013,97.0,87.0,1
2013-11-20,1610612766,1610612751,2013,95.0,91.0,1
2013-11-20,1610612739,1610612764,2013,91.0,98.0,0
2013-11-20,1610612752,1610612754,2013,96.0,103.0,0
2013-11-20,1610612753,1610612748,2013,92.0,120.0,0
2013-11-20,1610612755,1610612761,2013,98.0,108.0,0
2013-11-20,1610612737,1610612765,2013,93.0,85.0,1
2013-11-20,1610612749,1610612757,2013,82.0,91.0,0
2013-11-20,1610612750,1610612746,2013,98.0,102.0,0
2013-11-20,1610612740,1610612762,2013,105.0,98.0,1
2013-11-20,1610612759,1610612738,2013,104.0,93.0,1
2013-11-20,1610612756,1610612758,2013,106.0,113.0,0
2013-11-20,1610612742,1610612745,2013,123.0,120.0,1
2013-11-20,1610612744,1610612763,2013,81.0,88.0,0
2013-11-19,1610612764,1610612750,2013,104.0,100.0,1
2013-11-19,1610612765,1610612752,2013,92.0,86.0,1
2013-11-19,1610612748,1610612737,2013,104.0,88.0,1
2013-11-19,1610612745,1610612738,2013,109.0,85.0,1
2013-11-19,1610612758,1610612756,2013,107.0,104.0,1
2013-11-18,1610612751,1610612757,2013,98.0,108.0,0
2013-11-18,1610612741,1610612766,2013,86.0,81.0,1
2013-11-18,1610612760,1610612743,2013,115.0,113.0,1
2013-11-18,1610612742,1610612755,2013,97.0,94.0,1
2013-11-18,1610612762,1610612744,2013,87.0,98.0,0
2013-11-18,1610612746,1610612763,2013,102.0,106.0,0
2013-11-17,1610612761,1610612757,2013,110.0,118.0,0
2013-11-17,1610612758,1610612763,2013,86.0,97.0,0
2013-11-17,1610612747,1610612765,2013,114.0,99.0,1
2013-11-16,1610612766,1610612748,2013,81.0,97.0,0
2013-11-16,1610612753,1610612742,2013,100.0,108.0,0
2013-11-16,1610612764,1610612739,2013,96.0,103.0,0
2013-11-16,1610612752,1610612737,2013,90.0,110.0,0
2013-11-16,1610612741,1610612754,2013,110.0,94.0,1
2013-11-16,1610612745,1610612743,2013,122.0,111.0,1
2013-11-16,1610612750,1610612738,2013,106.0,88.0,1
2013-11-16,1610612740,1610612755,2013,135.0,98.0,1
2013-11-16,1610612749,1610612760,2013,79.0,92.0,0
2013-11-16,1610612744,1610612762,2013,102.0,88.0,1
2013-11-16,1610612746,1610612751,2013,110.0,103.0,1
2013-11-15,1610612754,1610612749,2013,104.0,77.0,1
2013-11-15,1610612761,1610612741,2013,80.0,96.0,0
2013-11-15,1610612737,1610612755,2013,113.0,103.0,1
2013-11-15,1610612738,1610612757,2013,96.0,109.0,0
2013-11-15,1610612739,1610612766,2013,80.0,86.0,0
2013-11-15,1610612748,1610612742,2013,110.0,104.0,1
2013-11-15,1610612743,1610612750,2013,117.0,113.0,1
2013-11-15,1610612756,1610612751,2013,98.0,100.0,0
2013-11-15,1610612762,1610612759,2013,82.0,91.0,0
2013-11-15,1610612747,1610612763,2013,86.0,89.0,0
2013-11-15,1610612758,1610612765,2013,90.0,97.0,0
2013-11-14,1610612752,1610612745,2013,106.0,109.0,0
2013-11-14,1610612744,1610612760,2013,116.0,115.0,1
2013-11-13,1610612753,1610612749,2013,94.0,91.0,1
2013-11-13,1610612755,1610612745,2013,123.0,117.0,1
2013-11-13,1610612738,1610612766,2013,83.0,89.0,0
2013-11-13,1610612763,1610612761,2013,87.0,103.0,0
2013-11-13,1610612750,1610612739,2013,124.0,95.0,1
2013-11-13,1610612737,1610612752,2013,91.0,95.0,0
2013-11-13,1610612759,1610612764,2013,92.0,79.0,1
2013-11-13,1610612743,1610612747,2013,111.0,99.0,1
2013-11-13,1610612762,1610612740,2013,111.0,105.0,1
2013-11-13,1610612757,1610612756,2013,90.0,89.0,1
2013-11-13,1610612758,1610612751,2013,107.0,86.0,1
2013-11-13,1610612746,1610612760,2013,111.0,103.0,1
2013-11-12,1610612748,1610612749,2013,118.0,95.0,1
2013-11-12,1610612742,1610612764,2013,105.0,95.0,1
2013-11-12,1610612744,1610612765,2013,113.0,95.0,1
2013-11-12,1610612747,1610612740,2013,116.0,95.0,1
2013-11-11,1610612766,1610612737,2013,94.0,103.0,0
2013-11-11,1610612754,1610612763,2013,95.0,79.0,1
2013-11-11,1610612755,1610612759,2013,85.0,109.0,0
2013-11-11,1610612738,1610612753,2013,120.0,105.0,1
2013-11-11,1610612741,1610612739,2013,96.0,81.0,1
2013-11-11,1610612745,1610612761,2013,110.0,104.0,1
2013-11-11,1610612762,1610612743,2013,81.0,100.0,0
2013-11-11,1610612757,1610612765,2013,109.0,103.0,1
2013-11-11,1610612746,1610612750,2013,109.0,107.0,1
2013-11-10,1610612752,1610612759,2013,89.0,120.0,0
2013-11-10,1610612760,1610612764,2013,106.0,105.0,1
2013-11-10,1610612756,1610612740,2013,101.0,94.0,1
2013-11-10,1610612747,1610612750,2013,90.0,113.0,0
2013-11-09,1610612761,1610612762,2013,115.0,91.0,1
2013-11-09,1610612737,1610612753,2013,104.0,94.0,1
2013-11-09,1610612751,1610612754,2013,91.0,96.0,0
2013-11-09,1610612739,1610612755,2013,127.0,125.0,1
2013-11-09,1610612748,1610612738,2013,110.0,111.0,0
2013-11-09,1610612745,1610612746,2013,94.0,107.0,0
2013-11-09,1610612763,1610612744,2013,108.0,90.0,1
2013-11-09,1610612749,1610612742,2013,83.0,91.0,0
2013-11-09,1610612758,1610612757,2013,85.0,96.0,0
2013-11-08,1610612766,1610612752,2013,91.0,101.0,0
2013-11-08,1610612754,1610612761,2013,91.0,84.0,1
2013-11-08,1610612753,1610612738,2013,89.0,91.0,0
2013-11-08,1610612755,1610612739,2013,94.0,79.0,1
2013-11-08,1610612764,1610612751,2013,112.0,108.0,1
2013-11-08,1610612765,1610612760,2013,110.0,119.0,0
2013-11-08,1610612741,1610612762,2013,97.0,73.0,1
2013-11-08,1610612750,1610612742,2013,116.0,108.0,1
2013-11-08,1610612740,1610612747,2013,96.0,85.0,1
2013-11-08,1610612759,1610612744,2013,76.0,74.0,1
2013-11-08,1610612756,1610612743,2013,114.0,103.0,1
2013-11-08,1610612757,1610612758,2013,104.0,91.0,1
2013-11-07,1610612748,1610612746,2013,102.0,97.0,1
2013-11-07,1610612743,1610612737,2013,109.0,107.0,1
2013-11-07,1610612745,1610612747,2013,98.0,99.0,0
2013-11-06,1610612766,1610612761,2013,92.0,90.0,1
2013-11-06,1610612754,1610612741,2013,97.0,80.0,1
2013-11-06,1610612753,1610612746,2013,98.0,90.0,1
2013-11-06,1610612755,1610612764,2013,102.0,116.0,0
2013-11-06,1610612738,1610612762,2013,97.0,87.0,1
2013-11-06,1610612763,1610612740,2013,84.0,99.0,0
2013-11-06,1610612749,1610612739,2013,109.0,104.0,1
2013-11-06,1610612750,1610612744,2013,93.0,106.0,0
2013-11-06,1610612759,1610612756,2013,99.0,96.0,1
2013-11-06,1610612760,1610612742,2013,107.0,93.0,1
2013-11-05,1610612761,1610612748,2013,95.0,104.0,0
2013-11-05,1610612751,1610612762,2013,104.0,88.0,1
2013-11-05,1610612765,1610612754,2013,91.0,99.0,0
2013-11-05,1610612752,1610612766,2013,97.0,102.0,0
2013-11-05,1610612740,1610612756,2013,98.0,104.0,0
2013-11-05,1610612742,1610612747,2013,123.0,104.0,1
2013-11-05,1610612743,1610612759,2013,94.0,102.0,0
2013-11-05,1610612757,1610612745,2013,101.0,116.0,0
2013-11-05,1610612758,1610612737,2013,100.0,105.0,0
2013-11-04,1610612739,1610612750,2013,93.0,92.0,1
2013-11-04,1610612755,1610612744,2013,90.0,110.0,0
2013-11-04,1610612763,1610612738,2013,95.0,88.0,1
2013-11-04,1610612746,1610612745,2013,137.0,118.0,1
2013-11-03,1610612765,1610612738,2013,87.0,77.0,1
2013-11-03,1610612748,1610612764,2013,103.0,93.0,1
2013-11-03,1610612753,1610612751,2013,107.0,86.0,1
2013-11-03,1610612760,1610612756,2013,103.0,96.0,1
2013-11-03,1610612752,1610612750,2013,100.0,109.0,0
2013-11-03,1610612747,1610612737,2013,105.0,103.0,1
2013-11-02,1610612754,1610612739,2013,89.0,74.0,1
2013-11-02,1610612755,1610612741,2013,107.0,104.0,1
2013-11-02,1610612740,1610612766,2013,105.0,84.0,1
2013-11-02,1610612742,1610612763,2013,111.0,99.0,1
2013-11-02,1610612749,1610612761,2013,90.0,97.0,0
2013-11-02,1610612762,1610612745,2013,93.0,104.0,0
2013-11-02,1610612757,1610612759,2013,115.0,105.0,1
2013-11-02,1610612744,1610612758,2013,98.0,87.0,1
2013-11-01,1610612766,1610612739,2013,90.0,84.0,1
2013-11-01,1610612753,1610612740,2013,110.0,90.0,1
2013-11-01,1610612764,1610612755,2013,102.0,109.0,0
2013-11-01,1610612737,1610612761,2013,102.0,95.0,1
2013-11-01,1610612738,1610612749,2013,98.0,105.0,0
2013-11-01,1610612745,1610612742,2013,113.0,105.0,1
2013-11-01,1610612763,1610612765,2013,111.0,108.0,1
2013-11-01,1610612750,1610612760,2013,100.0,81.0,1
2013-11-01,1610612751,1610612748,2013,101.0,100.0,1
2013-11-01,1610612743,1610612757,2013,98.0,113.0,0
2013-11-01,1610612756,1610612762,2013,87.0,84.0,1
2013-11-01,1610612758,1610612746,2013,101.0,110.0,0
2013-11-01,1610612747,1610612759,2013,85.0,91.0,0
2013-10-31,1610612741,1610612752,2013,82.0,81.0,1
2013-10-31,1610612746,1610612744,2013,126.0,115.0,1
2013-10-30,1610612739,1610612751,2013,98.0,94.0,1
2013-10-30,1610612755,1610612748,2013,114.0,110.0,1
2013-10-30,1610612761,1610612738,2013,93.0,87.0,1
2013-10-30,1610612765,1610612764,2013,113.0,102.0,1
2013-10-30,1610612752,1610612749,2013,90.0,83.0,1
2013-10-30,1610612745,1610612766,2013,96.0,83.0,1
2013-10-30,1610612750,1610612753,2013,120.0,115.0,1
2013-10-30,1610612740,1610612754,2013,90.0,95.0,0
2013-10-30,1610612742,1610612737,2013,118.0,109.0,1
2013-10-30,1610612759,1610612763,2013,101.0,94.0,1
2013-10-30,1610612762,1610612760,2013,98.0,101.0,0
2013-10-30,1610612756,1610612757,2013,104.0,91.0,1
2013-10-30,1610612758,1610612743,2013,90.0,88.0,1
2013-10-30,1610612744,1610612747,2013,125.0,94.0,1
2013-10-29,1610612754,1610612753,2013,97.0,87.0,1
2013-10-29,1610612748,1610612741,2013,107.0,95.0,1
2013-10-29,1610612747,1610612746,2013,116.0,103.0,1
2013-10-25,1610612753,1610612740,2013,82.0,101.0,0
2013-10-25,1610612752,1610612766,2013,83.0,85.0,0
2013-10-25,1610612748,1610612751,2013,87.0,108.0,0
2013-10-25,1610612741,1610612743,2013,94.0,89.0,1
2013-10-25,1610612763,1610612745,2013,73.0,92.0,0
2013-10-25,1610612742,1610612754,2013,77.0,98.0,0
2013-10-25,1610612747,1610612762,2013,111.0,106.0,1
2013-10-25,1610612746,1610612758,2013,100.0,110.0,0
2013-10-24,1610612766,1610612739,2013,105.0,92.0,1
2013-10-24,1610612765,1610612750,2013,99.0,98.0,1
2013-10-24,1610612759,1610612745,2013,92.0,109.0,0
